UnqID,Location,Borough,Functional cycling area
OUTCY379,Summerhouse Lane,Hillingdon,Outer
OUTCY381,Widewater Lock,Hillingdon,Outer
OUTCY271,Broadwater Lane,Hillingdon,Outer
OUTCY370,Cowley Bridge Lock,Hillingdon,Outer
OUTCY060,Colnbrook by-pass,Hillingdon,Outer
OUTCY180,Harvill Road,Hillingdon,Outer
OUTCY161,Rickmansworth Road,Hillingdon,Outer
OUTCY209,Whitehall Road,Hillingdon,Outer
OUTCY434,Grand Union Canal (Trout Road),Hillingdon,Outer
OUTCY440,Little Benty footbridge,Hillingdon,Outer
OUTCY156,High Street West Drayton,Hillingdon,Outer
OUTCY375,North Way,Hillingdon,Outer
QWPCY167,Grand Union Canal (by Horton Bridge),Hillingdon,Outer
OUTCY273,Woodstock Drive,Hillingdon,Outer
OUTCY446,Stockley Country Park,Hillingdon,Outer
OUTCY086,Long Lane,Hillingdon,Outer
OUTCY116,Swakeleys Road,Hillingdon,Outer
QWPCY168,Grand Union Canal (Waterway business park),Hillingdon,Outer
OUTCY441,Bedfont Road (MVF),Hounslow,Outer
OUTCY041,Dawley Road,Hillingdon,Outer
OUTCY203,Sharps Lane,Hillingdon,Outer
OUTCY130,Eastbury Avenue,Hillingdon,Outer
OUTCY093,Green Lane,Hillingdon,Outer
OUTCY272,North Drive,Hillingdon,Outer
OUTCY193,Printing House Lane,Hillingdon,Outer
OUTCY249,Manor Way,Hillingdon,Outer
OUTCY037,Staines Road,Hounslow,Outer
OUTCY159,Botwell Lane,Hillingdon,Outer
OUTCY046,Western Avenue,Hillingdon,Outer
OUTCY033,Uxbridge Road (Wood End),Hillingdon,Outer
OUTCY427,Grand Union Canal (Hayes & Harlington),Hillingdon,Outer
QWPCY169,Grand Union Canal (Hayes & Harlington),Hillingdon,Outer
OUTCY064,West End Road,Hillingdon,Outer
OUTCY179,Victoria Road,Hillingdon,Outer
OUTCY235,Central Avenue,Hillingdon,Outer
OUTCY347,Yeading Gardens,Hillingdon,Outer
OUTCY287,Bessingby Road,Hillingdon,Outer
OUTCY386,Jim O'Neill Walk,Hillingdon,Outer
OUTCY128,Long Drive,Hillingdon,Outer
OUTCY282,Yeading Fork,Hillingdon,Outer
OUTCY357,Durham Road,Hounslow,Outer
QWPCY170,Grand Union Canal (Bankside),Ealing,Outer
OUTCY035,Great West Road,Hounslow,Outer
OUTCY433,Hanworth Park,Hounslow,Outer
QWPCY171,Grand Union Canal (Spikes Bridge moorings),Ealing,Outer
OUTCY343,Canterbury Road,Hounslow,Outer
OUTCY267,Beaconsfield Road,Ealing,Outer
OUTCY155,Vicarage Farm Road,Hounslow,Outer
OUTCY384,Rectory Park,Ealing,Outer
OUTCY092,Ruislip Road,Ealing,Outer
OUTCY081,Wellington Road North,Hounslow,Outer
OUTCY171,Lady Margaret Road,Ealing,Outer
OUTCY369,Grand Union Canal (Ruislip Road),Ealing,Outer
QWPCY172,Grand Union Canal (Ruislip Road),Ealing,Outer
OUTCY444,Grand Union Canal (Norwood Road),Ealing,Outer
OUTCY283,Drake Road,Harrow,#N/A
OUTCY366,North Road,Ealing,Outer
OUTCY359,Priory Road,Richmond upon Thames,Outer
OUTCY293,Avon Road,Ealing,Outer
OUTCY034,Uxbridge Road (Dormer's Wells),Ealing,Outer
QWPCY173,Grand Union Canal (by The Metropolitan Centre),Ealing,Outer
OUTCY382,Newton Farm Ecology Park,Harrow,#N/A
OUTCY356,Argyle Avenue,Hounslow,Outer
OUTCY274,Somervell Road,Harrow,#N/A
OUTCY052,Pinner Road,Harrow,#N/A
OUTCY047,Northolt Road,Ealing,Outer
OUTCY131,Roxeth Green Avenue,Harrow,#N/A
OUTCY204,Wood End,Harrow,#N/A
OUTCY152,High Street Whitton,Richmond upon Thames,Outer
OUTCY080,Greenford Road,Ealing,Outer
OUTCY237,Jubilee Avenue,Richmond upon Thames,Outer
OUTCY435,Brent Valley,Ealing,Outer
OUTCY030,Chertsey Road,Richmond upon Thames,Outer
OUTCY428,River Crane path (Whitton),Richmond upon Thames,Outer
OUTCY374,Harrow Weald Recreation Ground,Harrow,#N/A
CSHCY156,High Street London,Hounslow,Outer
OUTCY275,Weald Lane,Harrow,#N/A
OUTCY385,Perivale Park,Ealing,Outer
QWPCY255,Ruislip Road East,Ealing,Outer
OUTCY195,Hall Road,Hounslow,Outer
QWPCY174,Grand Union Canal (by Oldfield Lane),Ealing,Outer
QWPCY286,Whitefriars Avenue,Harrow,#N/A
OUTCY127,Whitton Road,Richmond upon Thames,Outer
OUTCY449,Glen Walk,Hounslow,Outer
OUTCY358,St. Marks Road,Ealing,Outer
CSHCY155,London Road (Isleworth station),Hounslow,Outer
OUTCY036,London Road (Isleworth station),Hounslow,Outer
OUTCY430,Brent river path (Trumpers Way),Ealing,Outer
OUTCY088,The Bridge,Harrow,#N/A
OUTCY160,Peterborough Road,Harrow,#N/A
OUTCY082,Heath Road,Richmond upon Thames,Outer
QWPCY285,Peel Road,Harrow,#N/A
QWPCY256,B455,Ealing,Outer
OUTCY043,High Street,Richmond upon Thames,Outer
QWPCY209,High Street,Richmond upon Thames,Outer
OUTCY239,Station Road,Richmond upon Thames,Outer
OUTCY243,Elmfield Avenue,Richmond upon Thames,Outer
QWPCY276,Crane Avenue,Hounslow,Outer
OUTCY371,Harrow School playing fields,Harrow,#N/A
QWPCY207,Grand Union Canal (Horsenden Lane),Ealing,Outer
OUTCY117,Argyle Road,Ealing,Outer
QWPCY275,Worple Road,Hounslow,Outer
QWPCY277,Cole Park Road,Richmond upon Thames,Outer
OUTCY280,The Chase,Harrow,#N/A
QWPCY283,Northwick Avenue,Brent,Outer
OUTCY040,Boston Manor Road,Hounslow,Outer
OUTCY054,Watford Road,Brent,Outer
OUTCY103,Syon Lane,Hounslow,Outer
OUTCY087,Whitton Avenue East,Ealing,Outer
CSHCY154,London Road,Hounslow,Outer
OUTCY376,Belmont Trail,Harrow,#N/A
QWPCY284,Elmwood Avenue,Harrow,#N/A
OUTCY244,Northcote Road,Richmond upon Thames,Outer
QWPCY187,High Street (by Landmark Arts Centre),Richmond upon Thames,Outer
QWPCY257,Kent Avenue,Ealing,Outer
QWPCY274,Church Street,Hounslow,Outer
OUTCY242,Mattock Lane,Ealing,Outer
OUTCY063,St Margaret's Road,Richmond upon Thames,Outer
QWPCY258,Montague Road,Ealing,Outer
OUTCY294,The Fairway,Brent,Outer
OUTCY198,Elm Park,Harrow,#N/A
QWPCY188,Riverside Drive,Richmond upon Thames,Outer
OUTCY250,Kingshill Avenue,Harrow,#N/A
OUTCY200,Uppingham Avenue,Harrow,#N/A
QWPCY273,Lime Avenue,Hounslow,Outer
OUTCY426,Thames Path (Twickenham Bridge),Richmond upon Thames,Outer
OUTCY355,Ashburnham Road,Richmond upon Thames,Outer
OUTCY038,Twickenham Road (bridge),Richmond upon Thames,Outer
CSHCY153,High Street,Hounslow,Outer
MHPCY100,Portsmouth Road (south),Kingston upon Thames,Outer
QWPCY259,GoRoadon Road,Ealing,Outer
OUTCY450,Bushy Park Church Grove,Richmond upon Thames,Outer
OUTCY443,Walpole Park,Ealing,Outer
OUTCY175,Bilton Road,Ealing,Outer
OUTCY268,Seymour Road,Richmond upon Thames,Outer
MHPCY073,Portsmouth Road (mid),Kingston upon Thames,Outer
OUTCY276,Woodfield Crescent,Ealing,Outer
OUTCY133,Wemborough Road,Harrow,#N/A
OUTCY201,Hawardene Road,Brent,Outer
OUTCY022,Leatherhead Road,Kingston upon Thames,Outer
OUTCY378,Grand Union Canal (Alperton),Brent,Outer
QWPCY175,Grand Union Canal (Alperton),Brent,Outer
MHPCY104,Kingston Bridge,Kingston upon Thames,Outer
MHPCY079,Riverside Walk (south),Kingston upon Thames,Outer
MHPCY099,Bucklands Wharf,Kingston upon Thames,Outer
OUTCY448,Thames Path (Richmond),Richmond upon Thames,Outer
OUTCY451,Thames Path (Lower Ham Road),Kingston upon Thames,Outer
OUTCY021,Richmond Road,Kingston upon Thames,Outer
MHPCY074,Portsmouth Road (north),Kingston upon Thames,Outer
OUTCY363,Mount Park Road,Ealing,Outer
MHPCY098,Down Hall Road,Kingston upon Thames,Outer
MHPCY080,Wood Street,Kingston upon Thames,Outer
QWPCY189,Ham Gate Avenue (east side of Upper Ham Road),Richmond upon Thames,Outer
OUTCY254,Shaftesbury Avenue (Brent),Brent,Outer
OUTCY197,Lynwood Road,Ealing,Outer
MHPCY083,Surbiton Crescent,Kingston upon Thames,Outer
MHPCY076,Penrhyn Road,Kingston upon Thames,Outer
MHPCY084,Claremont Road,Kingston upon Thames,Outer
OUTCY158,Lionel Road North,Hounslow,Outer
OUTCY039,The Mall,Ealing,Outer
MHPCY082,Wheatfield Way,Kingston upon Thames,Outer
OUTCY246,Corfton Road,Ealing,Outer
OUTCY101,Ealing Road,Hounslow,Outer
OUTCY113,St Mark's Hill,Kingston upon Thames,Outer
OUTCY065,High Road,Brent,Outer
MHPCY075,Clarence Street (Kingston station),Kingston upon Thames,Outer
OUTCY205,Grasmere Avenue,Brent,Outer
MHPCY086,Avenue Elmers,Kingston upon Thames,Outer
MHPCY085,St. Mark's Hill,Kingston upon Thames,Outer
MHPCY088,Richmond Road (Kingston station),Kingston upon Thames,Outer
MHPCY081,Old London Road,Kingston upon Thames,Outer
OUTCY124,Queens Road,Richmond upon Thames,Outer
MHPCY077,Ewell Road (north),Kingston upon Thames,Outer
OUTCY352,Cardinal Avenue,Kingston upon Thames,Outer
OUTCY429,Church Fields Recreation Ground,Kingston upon Thames,Outer
MHPCY087,Canbury Park Road,Kingston upon Thames,Outer
CNDCY010,A307 Kew Road (between Stanmore Road and Pagoda Avenue),Richmond upon Thames,Outer
OUTCY153,Madeley Road,Ealing,Outer
OUTCY045,Sheen Road,Richmond upon Thames,Outer
MHPCY101,London Road,Kingston upon Thames,Outer
OUTCY360,Windham Road,Richmond upon Thames,Outer
QWPCY176,Grand Union Canal (by Water Road),Brent,Outer
OUTCY154,Cox Lane,Kingston upon Thames,Outer
CNDCY009,A307 Kew Road (south of Lichfield Road),Richmond upon Thames,Outer
OUTCY059,Gunnersbury Avenue,Ealing,Outer
CSHCY152,Kew Bridge Road,Hounslow,Outer
MHPCY102,London Road (east),Kingston upon Thames,Outer
CSHCY202,Chiswick High Road (railway bridge),Hounslow,Outer
MHPCY078,Ewell Road (south),Kingston upon Thames,Outer
MHPCY092,Cambridge Road,Kingston upon Thames,Outer
OUTCY194,Kings Road,Kingston upon Thames,Outer
QWPCY190,Cycle path (by Ham Cross plantation),Richmond upon Thames,Outer
MHPCY089,Kingston Hill (south),Kingston upon Thames,Outer
OUTCY253,Edgwarebury Lane,Barnet,Outer
OUTCY285,Constable Gardens,Harrow,#N/A
OUTCY372,Grand Union Canal (Abbey Road),Brent,Outer
QWPCY177,Grand Union Canal (Abbey Road),Brent,Outer
OUTCY277,Glengall Road,Barnet,Outer
MHPCY093,Kingston Road (west),Kingston upon Thames,Outer
OUTCY029,Kingston Hill,Kingston upon Thames,Outer
OUTCY132,Abbey Road (Brent),Brent,Outer
MHPCY090,Kingston Hill (mid),Kingston upon Thames,Outer
OUTCY344,Harvard Hill,Hounslow,Outer
OUTCY380,Tokyngton Recreation Ground,Brent,Outer
CSHCY151,Heathfield Terrace,Hounslow,Outer
OUTCY208,Slough Lane,Brent,Outer
MHPCY091,Kingston Hill (north),Kingston upon Thames,Outer
MHPCY097,Kingston Road (mid),Kingston upon Thames,Outer
OUTCY289,Abbots Road,Barnet,Outer
OUTCY079,Horn Lane,Ealing,Outer
OUTCY105,Park Royal Road,Ealing,Outer
OUTCY431,Thames Path (Mortlake),Richmond upon Thames,Outer
OUTCY447,Tolworth Rise (path access),Kingston upon Thames,Outer
OUTCY028,Kingston Road,Kingston upon Thames,Outer
QWPCY191,Cycle path (by polo field),Richmond upon Thames,Outer
QWPCY192,Cycle path (by Pen's Pond Cafe),Richmond upon Thames,Outer
CSHCY150,Western Avenue (Gypsy Corner),Ealing,Outer
OUTCY346,Vernon Road,Richmond upon Thames,Outer
OUTCY085,Blackbird Hill,Brent,Outer
INNCY048,The Vale,Ealing,Outer
OUTCY114,South Parade,Ealing,Outer
OUTCY278,Gloucester Close,Brent,Outer
QWPCY178,Grand Union Canal (Acton Lane),Ealing,Outer
OUTCY292,Kingsmead Avenue,Brent,Outer
OUTCY048,Edgware Road,Barnet,Outer
OUTCY084,Coombe Lane West,Kingston upon Thames,Outer
MHPCY095,The Cut (by rail line),Kingston upon Thames,Outer
MHPCY103,Kingston Vale,Kingston upon Thames,Outer
MHPCY105,Kingston Vale,Kingston upon Thames,Outer
OUTCY348,Staveley Gardens,Hounslow,Outer
INNCY268,The Approach,Ealing,Outer
MHPCY096,Kingston Road (east),Kingston upon Thames,Outer
INNCY207,East Acton Lane,Ealing,Outer
INNCY336,Friars Place Lane,Ealing,Outer
QWPCY193,Roahampton Gate (Richmond Park),Wandsworth,Inner
INNCY397,The Fairway,Ealing,Outer
OUTCY269,Grafton Road,Kingston upon Thames,Outer
OUTCY102,Coombe Road,Kingston upon Thames,Outer
OUTCY032,Robin Hood Way (Kingston by-pass),Kingston upon Thames,Outer
CSHCY143,Chiswick High Road,Hounslow,Outer
OUTCY042,Chiswick High Road,Hounslow,Outer
CSHCY098,Western Avenue (Savoy Circus),Ealing,Outer
CSHCY149,Western Avenue (Savoy Circus),Ealing,Outer
QWPCY206,Grand Union Canal (Old Oak Lane),Hammersmith & Fulham,Inner
OUTCY206,Uphill Road,Barnet,Outer
INNCY324,Valletta Road,Ealing,Outer
QWPCY182,East Acton Station,Hammersmith & Fulham,Inner
INNCY375,Prebend Gardens,Hounslow,Outer
MHPCY094,New Malden to Raynes Park link,Kingston upon Thames,Outer
INNCY506,Cleveland Road,Richmond upon Thames,Outer
INNCY381,Sedgeford Road,Hammersmith & Fulham,Inner
INNCY490,Lowther Road,Richmond upon Thames,Outer
INNCY513,Tangley Grove,Wandsworth,Inner
QWPCY208,Tangley Grove,Wandsworth,Inner
OUTCY365,Frensham Drive,Wandsworth,Inner
INNCY526,Wormwood Scrubs (Baybrook Street),Hammersmith & Fulham,Inner
QWPCY183,Wormwood Scrubs (Baybrook Street),Hammersmith & Fulham,Inner
INNCY103,Roehampton Lane,Wandsworth,Inner
INNCY321,Melville Road,Richmond upon Thames,Outer
CSHCY099,Westway (White City),Hammersmith & Fulham,Inner
CSHCY148,Westway (White City),Hammersmith & Fulham,Inner
OUTCY118,Hammers Lane,Barnet,Outer
INNCY074,Great West Road,Hammersmith & Fulham,Inner
INNCY403,Galloway Road,Hammersmith & Fulham,Inner
INNCY369,Sundew Avenue,Hammersmith & Fulham,Inner
INNCY317,Danebury Avenue,Wandsworth,Inner
QWPCY194,Danebury Avenue,Wandsworth,Inner
OUTCY245,Green Lane Worcester Park,Sutton,Outer
INNCY192,Paddenswick Road,Hammersmith & Fulham,Inner
QWPCY179,Canal Way by Scrubs Lane//Mitre Bridge,Hammersmith & Fulham,Inner
CSHCY142,King Street,Hammersmith & Fulham,Inner
INNCY071,King Street,Hammersmith & Fulham,Inner
INNCY104,Rocks Lane,Richmond upon Thames,Outer
INNCY253,Coningham Road,Hammersmith & Fulham,Inner
INNCY047,Scrubs Lane,Hammersmith & Fulham,Inner
INNCY497,Parkstead Road,Wandsworth,Inner
INNCY036,Kingston Road,Wandsworth,Inner
INNCY368,Australia Road,Hammersmith & Fulham,Inner
QWPCY116,Gladstone Park,Brent,Outer
QWPCY115,Park Avenue North,Brent,Outer
INNCY516,Trinity Church Road,Richmond upon Thames,Outer
INNCY263,Brackenbury Road,Hammersmith & Fulham,Inner
INNCY376,Scott's Road,Hammersmith & Fulham,Inner
INNCY522,Thames Path (North Hammersmith),Hammersmith & Fulham,Inner
QWPCY184,Scrubs Lane (by Mitre Way),Hammersmith & Fulham,Inner
INNCY586,Thames Path (Hammersmith Bridge),Richmond upon Thames,Outer
INNCY073,Hammersmith Bridge Road,Hammersmith & Fulham,Inner
INNCY581,Wimbledon Common (Windmill Road),Merton,Outer
OUTCY265,Colborne Way,Sutton,Outer
CSHCY141,King Street (by the Mall),Hammersmith & Fulham,Inner
OUTCY199,College Road,Brent,Outer
INNCY028,Upper Richmond Road,Wandsworth,Inner
INNCY499,Erpingham Road,Wandsworth,Inner
INNCY049,Goldhawk Road,Hammersmith & Fulham,Inner
OUTCY350,Pepys Road,Merton,Outer
QWPCY041,St. Paul's Avenue,Brent,Outer
INNCY208,South Africa Road,Hammersmith & Fulham,Inner
INNCY203,Lower Richmond Road,Wandsworth,Inner
INNCY311,West Side Common,Merton,Outer
INNCY266,Trussley Road,Hammersmith & Fulham,Inner
INNCY308,Telegraph Road (by Tibbet's Corner),Wandsworth,Inner
QWPCY195,Telegraph Road (by Tibbet's Corner),Wandsworth,Inner
OUTCY053,Edgware Road,Barnet,Outer
INNCY072,Wood Lane,Hammersmith & Fulham,Inner
CSHCY147,Wood Lane,Hammersmith & Fulham,Inner
QWPCY185,Latimer Road (by Latimer Place),Kensington & Chelsea,Inner
INNCY262,Wakeman Road,Brent,Outer
INNCY481,Chartfield Avenue,Wandsworth,Inner
INNCY050,Shepherd's Bush Road,Hammersmith & Fulham,Inner
OUTCY091,Brent Street,Barnet,Outer
OUTCY445,Green Lane,Merton,Outer
INNCY314,Hazlewell Road,Wandsworth,Inner
INNCY319,Winslow Road,Hammersmith & Fulham,Inner
INNCY576,Inner Park Ride,Wandsworth,Inner
INNCY392,Langler Road,Brent,Outer
INNCY027,Parkside High Street,Merton,Outer
INNCY105,Fulham Palace Road,Hammersmith & Fulham,Inner
INNCY583,Tibbet's Corner,Wandsworth,Inner
QWPCY196,Tibbet's Corner,Wandsworth,Inner
INNCY365,Wildcroft Road,Wandsworth,Inner
OUTCY177,Anson Road,Brent,Outer
OUTCY291,Lydford Road,Brent,Outer
CGRCY135,Barbly Road,Kensington & Chelsea,Inner
QWPCY186,Darfield Way,Kensington & Chelsea,Inner
INNCY194,Mortimer Road,Brent,Outer
OUTCY251,Ashford Road,Brent,Outer
CSHCY146,Shepherds Bush station,Hammersmith & Fulham,Inner
INNCY241,Bramley Road,Kensington & Chelsea,Inner
INNCY370,St. Mark's Road,Kensington & Chelsea,Inner
OUTCY432,Whatley Avenue,Merton,Outer
INNCY529,Grand Union Canal (Ladbroke Grove),Kensington & Chelsea,Inner
QWPCY180,Grand Union Canal (Ladbroke Grove),Kensington & Chelsea,Inner
INNCY038,Putney Hill,Wandsworth,Inner
INNCY322,Princes Way,Wandsworth,Inner
OUTCY367,Churston Drive,Merton,Outer
INNCY320,Embankment Putney,Wandsworth,Inner
INNCY112,Harrow Road,Westminster,Central
INNCY031,Lillie Road,Hammersmith & Fulham,Inner
QWPCY040,Chatsworth Road,Brent,Outer
INNCY258,Addison Gardens,Kensington & Chelsea,Inner
INNCY496,Woodlawn Road,Hammersmith & Fulham,Inner
INNCY485,Greyhound Road,Hammersmith & Fulham,Inner
CGRCY136,Queensdale Road,Kensington & Chelsea,Inner
CSHCY140,Hammersmith Road,Hammersmith & Fulham,Inner
INNCY070,Hammersmith Road,Hammersmith & Fulham,Inner
QWPCY197,Beaumont (j/w Linstead Way),Wandsworth,Inner
INNCY393,Sirdar Road,Kensington & Chelsea,Inner
INNCY270,Kensal Road,Kensington & Chelsea,Inner
INNCY329,Blythe Road,Hammersmith & Fulham,Inner
CGRCY141,St. Charles Square ,Kensington & Chelsea,Inner
OUTCY439,The Chase,Merton,Outer
OUTCY241,Cannon Hill Lane,Merton,Outer
INNCY113,Holland Road,Kensington & Chelsea,Inner
OUTCY383,Dollis Brook Walk,Barnet,Outer
INNCY255,Addison Avenue,Kensington & Chelsea,Inner
INNCY249,Munster Road,Hammersmith & Fulham,Inner
CGRCY137,Russell Road,Kensington & Chelsea,Inner
OUTCY266,Henley Avenue,Sutton,Outer
CGRCY139,Port Road,Kensington & Chelsea,Inner
INNCY117,Talgarth Road,Hammersmith & Fulham,Inner
INNCY507,Somerset Road,Merton,Outer
INNCY574,Bishop's Park,Hammersmith & Fulham,Inner
INNCY030,Putney Bridge,Hammersmith & Fulham,Inner
INNCY037,West Hill,Wandsworth,Inner
INNCY228,Salusbury Road,Brent,Outer
OUTCY077,Kingston Road,Merton,Outer
CGRCY160,Clarendon Road,Kensington & Chelsea,Inner
INNCY337,Kingswood Avenue,Brent,Outer
INNCY085,Fulham High Street,Hammersmith & Fulham,Inner
CSHCY085,Hendon Way,Barnet,Outer
INNCY495,Esmon Street,Wandsworth,Inner
INNCY307,Keswick Road,Wandsworth,Inner
INNCY385,Dart Street,Westminster,Central
INNCY366,Sutherland Grove,Wandsworth,Inner
INNCY310,Star Road,Hammersmith & Fulham,Inner
INNCY331,Avonmore Road,Hammersmith & Fulham,Inner
CGRCY140,Napier Road,Kensington & Chelsea,Inner
INNCY168,Ladbroke Grove (south),Kensington & Chelsea,Inner
INNCY313,Ranelagh Gardens,Hammersmith & Fulham,Inner
CGRCY001,Blenheim Crescent,Kensington & Chelsea,Inner
CGRCY157,Abbotsbury Road,Kensington & Chelsea,Inner
INNCY109,Putney Bridge Road,Wandsworth,Inner
INNCY510,Grimston Road,Hammersmith & Fulham,Inner
QWPCY198,Granville Road (west of Merton Road),Wandsworth,Inner
CGRCY161,All Saint’s Road,Kensington & Chelsea,Inner
CSHCY145,Holland Park Avenue,Kensington & Chelsea,Inner
INNCY051,Holland Park Avenue,Kensington & Chelsea,Inner
INNCY597,Augustus Road,Wandsworth,Inner
INNCY328,Ladbroke Road,Kensington & Chelsea,Inner
INNCY504,Lake Road,Merton,Outer
INNCY239,Fernhead Road,Westminster,Central
CGRCY159,Kensington Park Gardens,Kensington & Chelsea,Inner
INNCY053,Kilburn High Road (Brondesbury),Camden,Central
OUTCY236,Wilton Crescent,Merton,Outer
INNCY202,North End Road,Hammersmith & Fulham,Inner
INNCY519,Grand Union Canal (Great Western Road),Westminster,Central
QWPCY205,Grand Union Canal (Great Western Road),Westminster,Central
INNCY384,Holland Park Road,Kensington & Chelsea,Inner
QWPCY107,Queens Road,Merton,Outer
INNCY061,Great Western Road,Westminster,Central
INNCY193,Kensington Park Road,Kensington & Chelsea,Inner
INNCY394,Ladbroke Square,Kensington & Chelsea,Inner
INNCY482,Brookwood Road,Wandsworth,Inner
QWPCY288,South Park Road,Merton,Outer
CSHCY086,Hendon Way Child's Hill,Barnet,Outer
CGRCY138,Holland Walk,Kensington & Chelsea,Inner
INNCY267,Malvern Road,Brent,Outer
CGRCY158,Pembridge Crescent,Kensington & Chelsea,Inner
INNCY512,Santos Road,Wandsworth,Inner
INNCY514,Ackmar Road,Hammersmith & Fulham,Inner
OUTCY252,Beechwood Avenue,Barnet,Outer
QWPCY039,Maygrove Road,Camden,Central
INNCY527,Holland Walk,Kensington & Chelsea,Inner
CSHCY087,Finchley Road (Fortune Green),Camden,Central
INNCY378,Hillgate Street,Kensington & Chelsea,Inner
INNCY052,Kensington High Street,Kensington & Chelsea,Inner
INNCY126,Pembridge Villas,Kensington & Chelsea,Inner
OUTCY442,Collingwood Road Recreation Ground,Sutton,Outer
INNCY402,Marylands Road,Westminster,Central
INNCY069,Warwick Road,Kensington & Chelsea,Inner
QWPCY106,Ashcombe Road,Merton,Outer
INNCY046,Buckhold Road,Wandsworth,Inner
INNCY067,Old Brompton Road,Kensington & Chelsea,Inner
INNCY327,Cambridge Gardens,Brent,Outer
INNCY377,Allen Street,Kensington & Chelsea,Inner
OUTCY354,Worcester Road,Sutton,Outer
INNCY131,Harrow Road,Westminster,Central
INNCY065,Kensington Church Street,Kensington & Chelsea,Inner
INNCY509,Trinity Road,Merton,Outer
INNCY261,Lyncroft Gardens,Camden,Central
INNCY227,Elgin Avenue,Westminster,Central
INNCY054,Kilburn High Road (Kilburn Park),Camden,Central
INNCY305,Ravensbury Road,Merton,Outer
INNCY579,Bell Lane Creek,Wandsworth,Inner
CSHCY144,Notting Hill Gate,Kensington & Chelsea,Inner
INNCY064,Notting Hill Gate,Kensington & Chelsea,Inner
INNCY309,Montague Road,Merton,Outer
INNCY040,Durnsford Road,Merton,Outer
INNCY387,Durham Terrace,Westminster,Central
INNCY404,Fawley Road,Camden,Central
INNCY501,Mount Road,Merton,Outer
INNCY068,Earl's Court Road,Kensington & Chelsea,Inner
INNCY367,Brisbane Avenue,Merton,Outer
INNCY257,Marloes Road,Kensington & Chelsea,Inner
INNCY584,King George's Park,Wandsworth,Inner
QWPCY199,King George's Park,Wandsworth,Inner
OUTCY024,Reigate Avenue,Sutton,Outer
INNCY252,Derry Street,Kensington & Chelsea,Inner
CGRCY125,Westbourne Park Road,Westminster,Central
OUTCY247,Homeland Drive,Sutton,Outer
QWPCY181,Cycle lane (pedestrian/cycle path),Westminster,Central
INNCY045,Fulham Road,Hammersmith & Fulham,Inner
QWPCY108,South Park Road,Merton,Outer
OUTCY100,High Street Sutton,Sutton,Outer
INNCY515,Maxwell Road,Hammersmith & Fulham,Inner
INNCY180,Porchester Road,Westminster,Central
OUTCY178,Squires Lane,Barnet,Outer
CSHCY088,Finchley Road (West Hampstead),Camden,Central
INNCY039,Morden Road,Merton,Outer
OUTCY281,Gloucester Road Barnet,Barnet,Outer
OUTCY027,Morden Road,Merton,Outer
CGRCY005,Kensington Gardens (Palace Avenue entrance),Kensington & Chelsea,Inner
QWPCY269,Buckfast Road,Merton,Outer
CGRCY007,Kensington Gardens (The Broad Walk - north),Westminster,Central
INNCY086,Garratt Lane,Wandsworth,Inner
INNCY363,Bagleys Lane,Hammersmith & Fulham,Inner
INNCY127,Bishop's Bridge Road,Westminster,Central
QWPCY200,Allfarthing (j/w Vermont Road),Wandsworth,Inner
OUTCY151,Benhill Avenue,Sutton,Outer
INNCY029,Wandsworth Bridge,Hammersmith & Fulham,Inner
CSHCY100,Westway (raised section),Westminster,Central
CGRCY008,Porchester Gardens,Westminster,Central
INNCY250,Queens Road,Merton,Outer
OUTCY090,Totteridge Lane,Barnet,Outer
INNCY491,Atheldene Road,Wandsworth,Inner
CGRCY002,Harrington Gardens,Kensington & Chelsea,Inner
INNCY330,Harrington Gardens,Kensington & Chelsea,Inner
INNCY240,West Heath Road,Camden,Central
