UnqID,Location,Borough,Functional cycling area
INNCY042,King's Road,Hammersmith & Fulham,Inner
CSHCY078,Old York Road,Wandsworth,Inner
INNCY577,Brompton Cemetery,Kensington & Chelsea,Inner
QWPCY105,Kohat Road,Merton,Outer
INNCY398,Courtfield Road,Kensington & Chelsea,Inner
INNCY502,Aslett Street,Wandsworth,Inner
QWPCY104,Wandle Way (Earlsfield),Merton,Outer
INNCY264,Boltons Place,Kensington & Chelsea,Inner
INNCY114,Cromwell Road,Kensington & Chelsea,Inner
CGRCY004,Launceston Place,Kensington & Chelsea,Inner
INNCY121,Old Brompton Road,Kensington & Chelsea,Inner
QWPCY109,Wandle Meadow,Merton,Outer
CGRCY006,Broad Walk (Kensington Gardens),Westminster,Central
INNCY520,Broad Walk (Kensington Gardens),Westminster,Central
INNCY191,Palace Gate,Kensington & Chelsea,Inner
QWPCY038,Fairhazel Gardens,Camden,Central
INNCY066,Kensington Road,Westminster,Central
INNCY523,Kensington Gardens (north),Westminster,Central
QWPCY272,Benhill Wood Road,Sutton,Outer
OUTCY163,Long Lane,Barnet,Outer
QWPCY270,Malmesbury Road,Merton,Outer
INNCY304,Lots Road,Kensington & Chelsea,Inner
INNCY500,Norman Road,Merton,Outer
CGRCY122,Blomfield Road,Westminster,Central
OUTCY049,High Road,Barnet,Outer
INNCY108,Merton High Street,Merton,Outer
INNCY525,Hampstead Heath (Spaniards Road),Camden,Central
CSHCY089,Finchley Road station,Camden,Central
QWPCY268,River path,Merton,Outer
OUTCY436,Wandle Way (Windsor Avenue),Merton,Outer
CSHCY101,Westbourne Terrace,Westminster,Central
INNCY390,Marlborough Place,Westminster,Central
QWPCY117,Wandle Meadow Natural Park,Merton,Outer
INNCY334,Devonshire Terrace,Westminster,Central
INNCY391,Elvaston Place,Kensington & Chelsea,Inner
OUTCY438,Morden Hall Park,Merton,Outer
QWPCY103,Magdalen Road,Wandsworth,Inner
INNCY590,Queens Gate,Westminster,Central
INNCY587,Thames Path (Imperial Wharf),Hammersmith & Fulham,Inner
INNCY585,Merton Abbey,Merton,Outer
CGRCY003,Stanhope Gardens,Kensington & Chelsea,Inner
CGRCY009,Hamilton Terrace,Westminster,Central
INNCY251,Hamilton Terrace,Westminster,Central
QWPCY271,Grennell Road,Sutton,Outer
INNCY524,Paddington Canal towpath,Westminster,Central
INNCY484,Gertrude Street,Kensington & Chelsea,Inner
INNCY580,Thames Path (Bridges Court),Wandsworth,Inner
CSHCY079,York Road,Wandsworth,Inner
INNCY123,Edgware Road (Maida Vale),Westminster,Central
INNCY224,Aboyne Road,Wandsworth,Inner
INNCY578,Thames Path (Vicarage Crescent),Wandsworth,Inner
INNCY316,Byegrove Road,Merton,Outer
CSHCY090,Swiss Cottage,Camden,Central
INNCY225,Beaufort Street,Kensington & Chelsea,Inner
INNCY178,Windmill Road,Wandsworth,Inner
CGRCY126,Kensington Gardens (Jubilee Greenway),Westminster,Central
INNCY373,Prince Consort Road,Westminster,Central
INNCY226,Plough Road,Wandsworth,Inner
INNCY209,Circus Road,Westminster,Central
OUTCY162,Margaret Road,Barnet,Outer
INNCY332,Old Church Street,Kensington & Chelsea,Inner
INNCY498,Smallwood Road,Wandsworth,Inner
CGRCY013,Exhibition Road,Westminster,Central
INNCY205,Exhibition Road,Westminster,Central
CSHCY102,Bayswater Road (Lancaster Gate),Westminster,Central
OUTCY174,The Bishop's Avenue,Barnet,Outer
INNCY400,Lodge Road,Westminster,Central
QWPCY037,Ordnande Hill,Westminster,Central
CSHCY106,West Carriage Drive,Westminster,Central
CGRCY014,Dovehouse Street,Kensington & Chelsea,Inner
CSHCY103,West Carriage Drive (south of Victoria Gate),Westminster,Central
CSHCY091,Avenue Road,Camden,Central
INNCY379,Acacia Road,Westminster,Central
INNCY508,Ellerton Road,Wandsworth,Inner
CGRCY010,Penfold Street,Westminster,Central
INNCY102,Trinity Road,Wandsworth,Inner
OUTCY353,Wigmore Road,Sutton,Outer
INNCY386,Radnor Place,Westminster,Central
CGRCY012,Star Street,Westminster,Central
INNCY119,Wellington Road,Westminster,Central
INNCY106,Battersea Rise,Wandsworth,Inner
CGRCY108,Sussex Gardens,Westminster,Central
INNCY060,Sussex Gardens,Westminster,Central
OUTCY290,Upway,Barnet,Outer
INNCY075,Fulham Road,Kensington & Chelsea,Inner
INNCY033,Battersea Bridge Road,Wandsworth,Inner
CSHCY063,High Street Colliers Wood,Merton,Outer
INNCY223,Blackshaw Road,Wandsworth,Inner
INNCY120,Bayswater Road,Westminster,Central
INNCY179,Sydney Street,Kensington & Chelsea,Inner
CGRCY121,Oakley Street,Kensington & Chelsea,Inner
INNCY518,Lilestone Street,Westminster,Central
INNCY401,Glenilla Road,Camden,Central
OUTCY083,London Road,Merton,Outer
INNCY318,Beechcroft Road,Wandsworth,Inner
INNCY041,Falcon Road,Wandsworth,Inner
INNCY389,Rutland Gate,Westminster,Central
INNCY505,Candahar Road,Wandsworth,Inner
INNCY315,Devonshire Road,Merton,Outer
CGRCY025,Grand Union Canal (towpath west),Westminster,Central
INNCY166,Lisson Grove,Westminster,Central
QWPCY220,Ashurst Road,Barnet,Outer
CGRCY011,Old Marylebone Road,Westminster,Central
INNCY486,Coverton Road,Wandsworth,Inner
CGRCY142,Burwood Place,Westminster,Central
INNCY493,Shuttleworth Road,Wandsworth,Inner
INNCY326,Parliament Hill,Camden,Central
CGRCY175,Porchester Place,Westminster,Central
OUTCY176,Church Hill Road,Barnet,Outer
CSHCY105,The Ring (North Carriage Drive),Westminster,Central
INNCY575,Thames Path (Albert Bridge),Wandsworth,Inner
INNCY055,Haverstock Hill,Camden,Central
INNCY589,Wandsworth Common,Wandsworth,Inner
QWPCY102,Wandsworth Common,Wandsworth,Inner
CGRCY023,Harewood Avenue,Westminster,Central
CGRCY143,Harrowby Street,Westminster,Central
OUTCY026,Western Road,Merton,Outer
INNCY034,Albert Bridge Road,Wandsworth,Inner
CSHCY080,Battersea Park Road (Latchmere),Wandsworth,Inner
OUTCY238,Peterborough Road,Sutton,Outer
INNCY177,Bellevue Road,Wandsworth,Inner
CENCY113,Seymour Place,Westminster,Central
CENCY146,Crawford Street (west),Westminster,Central
CGRCY021,Crawford Street (west),Westminster,Central
INNCY124,Edgware Road (Lisson Grove),Westminster,Central
INNCY492,Sellincourt Road,Wandsworth,Inner
INNCY333,Lawn Road,Camden,Central
CGRCY176,George Street (west),Westminster,Central
INNCY371,Lennox Gardens,Kensington & Chelsea,Inner
INNCY079,Park Road,Westminster,Central
CGRCY174,Stanhope Place,Westminster,Central
CGRCY124,Outer Circle (west),Westminster,Central
CSHCY092,Outer Circle (west),Westminster,Central
QWPCY036,Outer Circle (west),Westminster,Central
INNCY077,King's Road (Belgravia),Kensington & Chelsea,Inner
OUTCY255,Twyford Avenue,Haringey,Outer
CGRCY024,Balcombe Street,Westminster,Central
INNCY254,Fellows Road,Camden,Central
INNCY483,Lyveden Road,Merton,Outer
CGRCY019,Wyndham Place,Westminster,Central
INNCY312,Battersea Park (Sun Gate),Wandsworth,Inner
INNCY517,Webbs Road,Wandsworth,Inner
INNCY087,Latchmere Road,Wandsworth,Inner
CGRCY015,St. Leonard's Terrace,Kensington & Chelsea,Inner
CGRCY020,Upper Montague Street,Westminster,Central
INNCY383,Hans Place,Kensington & Chelsea,Inner
CENCY185,Great Cumberland Place,Westminster,Central
CGRCY017,Great Cumberland Place,Westminster,Central
OUTCY061,Pound Street,Sutton,Outer
CSHCY064,Upper Tooting Road,Wandsworth,Inner
OUTCY115,North Street,Sutton,Outer
INNCY165,Southampton Road,Camden,Central
CSHCY107,South Carriage Drive,Westminster,Central
INNCY190,Royal Hospital Road,Kensington & Chelsea,Inner
CENCY186,Montagu Place,Westminster,Central
INNCY238,Prince of Wales Drive,Wandsworth,Inner
QWPCY219,Goldsmith Road,Barnet,Outer
CENCY076,Gloucester Place,Westminster,Central
CGRCY123,Gloucester Place,Westminster,Central
OUTCY089,Cockfosters Road,Enfield,Outer
CGRCY022,Crawford Street (east),Westminster,Central
CENCY116,George Street (east),Westminster,Central
INNCY488,Noyna Road,Wandsworth,Inner
INNCY125,Sloane Street,Kensington & Chelsea,Inner
CGRCY027,Outer Circle (north),Westminster,Central
CSHCY137,Outer Circle (north),Westminster,Central
INNCY259,Maitland Park Road,Camden,Central
CGRCY016,Lowndes Street,Kensington & Chelsea,Inner
INNCY256,Lowndes Street,Kensington & Chelsea,Inner
CGRCY028,Cornwall Terrace,Westminster,Central
CSHCY097,Cornwall Terrace,Westminster,Central
INNCY107,Lavendar Hill,Wandsworth,Inner
CENCY077,Baker Street,Westminster,Central
QWPCY118,Roseneth Road,Wandsworth,Inner
INNCY306,Culvert Road,Wandsworth,Inner
CGRCY026,Grand Union Canal (Regent's Park),Westminster,Central
INNCY521,Grand Union Canal (Regent's Park),Westminster,Central
QWPCY101,Thurleigh Road,Wandsworth,Inner
INNCY043,Chelsea Embankment,Kensington & Chelsea,Inner
INNCY059,Prince Albert Road,Camden,Central
CGRCY018,Fitzhardinge Street,Westminster,Central
CENCY176,Park Street,Westminster,Central
INNCY362,Link Road,Merton,Outer
INNCY206,Highgate West Hill,Camden,Central
CGRCY118,Graham Terrace,Westminster,Central
CENCY064,Wigmore Street,Westminster,Central
INNCY323,Grafton Road,Camden,Central
OUTCY364,Gorringe Park Avenue,Merton,Outer
INNCY128,Park Lane,Westminster,Central
INNCY269,York Gate,Westminster,Central
INNCY169,Grosvenor Crescent,Westminster,Central
CSHCY081,Battersea Park Road (Battersea),Wandsworth,Inner
INNCY044,Clapham Common (north side),Wandsworth,Inner
INNCY176,Rectory Lane,Wandsworth,Inner
CSHCY104,Serpentine Road,Westminster,Central
INNCY181,Gordon House Road,Camden,Central
INNCY494,Forfar Road,Wandsworth,Inner
INNCY182,North Road,Haringey,Outer
CSHCY065,Balham High Road (south),Wandsworth,Inner
CENCY174,Deanery Street,Westminster,Central
INNCY511,Ramsdale Road,Wandsworth,Inner
CENCY110,Thayer Street,Westminster,Central
INNCY528,Hampstead Heath (Gordon House Road),Camden,Central
CGRCY029,Outer Circle (south),Westminster,Central
CSHCY096,Outer Circle (south),Westminster,Central
CSHCY108,Aspley Way (at Hyde Park Corner),Westminster,Central
CENCY192,Duke Street,Westminster,Central
CENCY132,South Audley Street,Westminster,Central
CENCY175,Stanhope Gate,Westminster,Central
INNCY101,Tooting Bec Road,Wandsworth,Inner
OUTCY157,Grosvenor Avenue,Sutton,Outer
CENCY075,Oxford Street (west),Westminster,Central
INNCY115,Marylebone Road,Westminster,Central
CENCY191,Devonshire Street,Westminster,Central
CGRCY032,Devonshire Street,Westminster,Central
OUTCY196,Grove Road,Merton,Outer
OUTCY104,Osidge Lane,Barnet,Outer
INNCY062,Archway Road,Haringey,Outer
CSHCY062,Eccleston Street,Westminster,Central
CENCY145,Welbeck Street,Westminster,Central
CGRCY034,Welbeck Street,Westminster,Central
INNCY167,Ebury Bridge Road,Westminster,Central
INNCY503,Stanley Grove,Wandsworth,Inner
QWPCY086,Alderbrook Road,Wandsworth,Inner
INNCY129,Grosvenor Place,Westminster,Central
CSHCY082,Chelsea Bridge,Westminster,Central
INNCY374,Spring Place,Camden,Central
INNCY487,Wix's Lane,Wandsworth,Inner
CGRCY031,Harley Street,Westminster,Central
CSHCY093,Park Square West,Westminster,Central
CENCY199,Green Park (cycle lane only),Westminster,Central
INNCY078,Chalk Farm Road,Camden,Central
CENCY115,Wimpole Street,Westminster,Central
OUTCY078,London Road,Sutton,Outer
INNCY230,Prince of Wales Road,Camden,Central
QWPCY218,Friern Bridge Retail Park,Barnet,Outer
INNCY229,Ebury Bridge,Westminster,Central
INNCY035,Cedars Road,Lambeth,Central
INNCY388,Dartmouth Park Road,Camden,Central
INNCY076,Buckingham Palace Road,Westminster,Central
INNCY372,Clarence Way,Camden,Central
QWPCY042,Windmill Drive,Wandsworth,Inner
QWPCY226,Orion Road,Barnet,Outer
INNCY265,Croftdown Road,Camden,Central
QWPCY217,Alexandra Road (by Muswell golf course),Haringey,Outer
INNCY335,Chester Road,Camden,Central
CENCY105,New Bond Street,Westminster,Central
CGRCY036,New Bond Street,Westminster,Central
CGRCY035,Harley Street (south),Westminster,Central
CENCY112,Grosvenor Street,Westminster,Central
CGRCY030,Outer Circle (east),Camden,Central
CSHCY157,Outer Circle (east),Camden,Central
CENCY147,Brook Street,Westminster,Central
CENCY131,New Cavendish Street,Westminster,Central
CGRCY033,New Cavendish Street,Westminster,Central
QWPCY084,Clapham Common,Lambeth,Central
INNCY380,Cumberland Place,Camden,Central
INNCY063,Albany Street,Camden,Central
CSHCY094,Park Square East,Camden,Central
INNCY204,Bedford Hill,Wandsworth,Inner
CENCY143,Constitution Hill,Westminster,Central
CSHCY109,Constitution Hill,Westminster,Central
CSHCY066,Balham Hill,Wandsworth,Inner
OUTCY288,Muswell Road,Haringey,Outer
INNCY395,Cumberland Street,Westminster,Central
CENCY071,Portland Place,Westminster,Central
CSHCY095,Portland Place,Westminster,Central
CGRCY075,Delancy Street,Camden,Central
INNCY582,Tooting Bec Athletics Track,Wandsworth,Inner
CGRCY037,Bruton Lane,Westminster,Central
CGRCY070,Carburton Street,Westminster,Central
CNDCY008,Grosvenor Road,Haringey,Outer
CENCY078,Piccadilly,Westminster,Central
CENCY021,Buckingham Palace Road,Westminster,Central
QWPCY087,Cavendish Road,Wandsworth,Inner
QWPCY122,Clapham Common,Lambeth,Central
INNCY260,Northwood Road,Haringey,Outer
INNCY056,Kentish Town Road,Camden,Central
INNCY271,Park Village East,Camden,Central
QWPCY088,Tooting Bec Common (south),Wandsworth,Inner
CENCY135,Berkeley Street,Westminster,Central
CGRCY038,Berkeley Street,Westminster,Central
INNCY396,Milton Park,Haringey,Outer
CENCY063,Regent Street,Westminster,Central
CGRCY074,Mornington Crescent,Camden,Central
CENCY178,Carlisle Place,Westminster,Central
INNCY591,Leighton Road,Camden,Central
INNCY361,Stewart's Road,Wandsworth,Inner
CGRCY144,Pratt Street,Camden,Central
QWPCY081,Tooting Bec Common (north),Wandsworth,Inner
CSHCY067,Clapham Common (south side),Lambeth,Central
INNCY399,Wilmot Place,Camden,Central
QWPCY123,Tooting Bec Common,Wandsworth,Inner
CGRCY171,Cleveland Street (north),Camden,Central
INNCY489,Klea Avenue,Lambeth,Central
INNCY032,Battersea Park Road,Wandsworth,Inner
QWPCY085,Cavendish Road South Circular,Lambeth,Central
INNCY111,Junction Road,Islington,Inner
CNDCY007,Grove Avenue,Haringey,Outer
CGRCY073,Hampstead Road,Camden,Central
INNCY057,Hampstead Road,Camden,Central
QWPCY083,Clapham Old Town,Lambeth,Central
INNCY382,Lady Margaret Road,Camden,Central
QWPCY089,Tooting Bec Road,Wandsworth,Inner
CENCY162,Fitzroy Street,Camden,Central
CGRCY039,Queen's Walk,Westminster,Central
INNCY088,Mitcham Lane,Wandsworth,Inner
CGRCY069,Maple Street,Camden,Central
QWPCY216,Dukes Avenue,Haringey,Outer
CGRCY068,Howland Street,Camden,Central
OUTCY279,Old Farm Avenue,Enfield,Outer
CGRCY172,Cleveland Street (south),Westminster,Central
OUTCY062,Woodcote Road,Sutton,Outer
INNCY110,Poynders Road,Lambeth,Central
CENCY196,Poland Street,Westminster,Central
QWPCY121,Bromell's  Road,Lambeth,Central
CENCY059,Tottenham Court Road (north),Camden,Central
CGRCY071,Tottenham Court Road (north),Camden,Central
INNCY364,Brayburne Avenue,Lambeth,Central
CENCY189,Berners Street,Westminster,Central
CGRCY067,Berners Street,Westminster,Central
CENCY177,Marlborough Road,Westminster,Central
CGRCY076,Royal College Street,Camden,Central
CENCY065,Mortimer Street,Westminster,Central
OUTCY051,Bramley Road,Enfield,Outer
CENCY139,The Mall,Westminster,Central
CGRCY040,The Mall,Westminster,Central
CENCY163,Emery Hill Street,Westminster,Central
CSHCY056,Belgrave Road,Westminster,Central
CSHCY083,Grosvenor Road,Westminster,Central
CGRCY173,Newman Street,Westminster,Central
INNCY122,Camden Road,Camden,Central
CENCY141,Petty France,Westminster,Central
INNCY058,Eversholt Street,Camden,Central
CENCY109,Buckingham Gate,Westminster,Central
INNCY325,Sandall Road,Camden,Central
CENCY061,Oxford Street (east),Westminster,Central
CFRCY024,Stratford Villas,Camden,Central
CENCY020,Pall Mall,Westminster,Central
INNCY130,Brecknock Road,Camden,Central
QWPCY082,Larkhall Lane,Lambeth,Central
INNCY588,Tooting Bec Common,Wandsworth,Inner
CENCY119,Torrington Place,Camden,Central
CGRCY063,Torrington Place,Camden,Central
INNCY352,Radbourne Road,Lambeth,Central
CENCY134,Wardour Street,Westminster,Central
CGRCY066,Wardour Street,Westminster,Central
QWPCY090,Riggindale Road,Lambeth,Central
INNCY116,Vauxhall Bridge Road,Westminster,Central
QWPCY091,Potters Lane,Lambeth,Central
INNCY472,Babington Road,Lambeth,Central
CENCY701,Regent Street,Westminster,Central
INNCY284,Goldington Crescent,Camden,Central
CENCY142,Birdcage Walk,Westminster,Central
CSHCY110,Birdcage Walk,Westminster,Central
INNCY237,Emmanuel Road,Lambeth,Central
OUTCY094,Durnsford Road,Haringey,Outer
CENCY060,Tottenham Court Road (south),Camden,Central
CGRCY057,Tottenham Court Road (south),Camden,Central
INNCY343,Fairbridge Road,Islington,Inner
CENCY167,Gordon Square,Camden,Central
CENCY702,Haymarket,Westminster,Central
CENCY072,Shaftesbury Avenue,Westminster,Central
INNCY118,Holloway Road,Islington,Inner
INNCY467,Union Grove,Lambeth,Central
INNCY272,Dalmeny Road,Islington,Inner
CENCY160,Old Compton Street,Westminster,Central
CGRCY077,Pancras Road,Camden,Central
CGRCY051,Whitcomb Street,Westminster,Central
OUTCY270,Stanford Road,Merton,Outer
CGRCY052,Gordon Square,Camden,Central
CSHCY138,Vauxhall Bridge Road,Westminster,Central
INNCY437,Chalton Street,Camden,Central
CENCY062,Charing Cross Road,Camden,Central
INNCY157,Camden Road,Islington,Inner
CENCY108,Montague Place,Camden,Central
CGRCY058,Montague Place,Camden,Central
OUTCY134,Winchmore Hill Road,Enfield,Outer
CENCY018,Victoria Street,Westminster,Central
CENCY106,Great Smith Street (north of Little Smith Street),Westminster,Central
OUTCY031,Croydon Road,Sutton,Outer
CGRCY047,Great Smith Street (south of Little Smith Street),Westminster,Central
CENCY073,Tavistock Square (A4200),Camden,Central
CGRCY120,Horse Guards Road,Westminster,Central
CSHCY068,Clapham High Street,Lambeth,Central
CENCY120,Mabledon Place,Camden,Central
CGRCY043,Marsham Street,Westminster,Central
OUTCY362,Conway Gardens,Merton,Outer
CENCY058,Bloomsbury Street,Camden,Central
CGRCY056,Bloomsbury Street,Camden,Central
CENCY009,Charing Cross Road,Westminster,Central
CGRCY083,Midland Road,Camden,Central
INNCY199,Kings Avenue,Lambeth,Central
INNCY231,Hazellville Road,Islington,Inner
OUTCY172,South Lodge Avenue,Merton,Outer
OUTCY066,The Bourne,Enfield,Outer
CGRCY044,Horseferry Road (west of Tufton Street),Westminster,Central
QWPCY092,Ellison Road,Lambeth,Central
CENCY190,Hastings Street,Camden,Central
OUTCY361,Natal Road,Lambeth,Central
CENCY098,Horseferry Road (east of Tufton Street),Westminster,Central
INNCY006,Hornsey Rise,Islington,Inner
INNCY593,Market Road,Islington,Inner
CGRCY072,Tavistock Place,Camden,Central
CENCY144,Garrick Street,Westminster,Central
CSHCY055,Vauxhall Bridge,Westminster,Central
INNCY090,Wandsworth Road,Lambeth,Central
INNCY428,Cornwallis Road,Islington,Inner
CENCY117,Montague Street,Camden,Central
OUTCY126,Plough Lane Wallington,Sutton,Outer
INNCY187,Sternhold Avenue,Lambeth,Central
CENCY011,Whitehall (south of Horse Guards Avenue),Westminster,Central
INNCY451,Kingscourt Road,Lambeth,Central
CGRCY065,Judd Street,Camden,Central
CSHCY158,Judd Street,Camden,Central
OUTCY192,Coomber Lane,Sutton,Outer
CENCY022,Northumberland Avenue,Westminster,Central
INNCY465,Mayflower Road,Lambeth,Central
INNCY289,Pendennis Road,Lambeth,Central
OUTCY373,Alexandra Park,Haringey,Outer
CENCY015,Millbank (north of Great Peter Street),Westminster,Central
CSHCY069,Clapham Road Stockwell,Lambeth,Central
INNCY462,Blairderry Road,Lambeth,Central
INNCY015,Streatham High Road,Lambeth,Central
QWPCY100,Lansdowne,Lambeth,Central
CFRCY023,Hungerford Road,Islington,Inner
CENCY019,Bridge Street,Westminster,Central
CSHCY111,Bridge Street,Westminster,Central
CENCY001,Millbank (south of Thorney Street),Westminster,Central
CSHCY084,Millbank (south of Thorney Street),Westminster,Central
CGRCY053,Endell Street,Westminster,Central
CENCY057,Southampton Row,Camden,Central
CENCY173,Horse Guards Avenue,Westminster,Central
INNCY348,Lyham Road,Lambeth,Central
CENCY056,Bloomsbury Way,Camden,Central
CGRCY054,Bloomsbury Way,Camden,Central
CENCY102,Hunter Street,Camden,Central
CGRCY062,Hunter Street,Camden,Central
OUTCY248,Streatham Common South,Lambeth,Central
INNCY007,York Way,Islington,Inner
CENCY014,Victoria Embankment (between Derby Gate and Westminster Bridge),Westminster,Central
CSHCY112,Victoria Embankment (between Derby Gate and Westminster Bridge),Westminster,Central
CSHCY129,York Way,Camden,Central
QWPCY080,South Lambeth Road,Lambeth,Central
INNCY302,Lambert Road,Lambeth,Central
CENCY008,Strand,Westminster,Central
INNCY235,Leigham Court Road,Lambeth,Central
INNCY558,Grand Union towpath (York Way),Islington,Inner
INNCY355,Telford Avenue,Lambeth,Central
INNCY244,North Road,Islington,Inner
CENCY016,Lambeth Bridge,Westminster,Central
CENCY114,Regent Square,Camden,Central
CGRCY064,Regent Square,Camden,Central
CGRCY169,Bow Street,Westminster,Central
CGRCY170,Brunswick Square,Camden,Central
QWPCY215,Newland Road,Haringey,Outer
CGRCY060,Guilford Street,Camden,Central
QWPCY035,Guilford Street,Camden,Central
INNCY019,South Lambeth Road,Lambeth,Central
CENCY118,Drury Lane,Westminster,Central
CENCY103,Great Queen Street,Camden,Central
CSHCY053,South Lambeth Road (at Vauxhall),Lambeth,Central
QWPCY079,South Lambeth Road (at Vauxhall),Lambeth,Central
CENCY007,Albert Embankment (south of Salamanca Street),Lambeth,Central
CENCY184,Great Ormond Street,Camden,Central
INNCY172,Copenhagen Street,Islington,Inner
QWPCY222,Nightingale Gardens ,Haringey,Outer
INNCY290,Aldebert Terrace,Lambeth,Central
QWPCY120,Aldebert Terrace,Lambeth,Central
CSHCY128,Grays Inn Road,Camden,Central
CENCY013,Victoria Embankment (by Cleopatra's Needle),Westminster,Central
CSHCY113,Victoria Embankment (by Cleopatra's Needle),Westminster,Central
CSHCY135,Harleyford Road (2),Lambeth,Central
QWPCY128,Harleyford Road (2),Lambeth,Central
CENCY198,Riverside Walk (Albert Embankment),Lambeth,Central
CENCY209,Sidmouth Square,Camden,Central
CSHCY139,Sidmouth Square,Camden,Central
CENCY012,Westminster Bridge,Lambeth,Central
INNCY139,Crouch Hill,Islington,Inner
OUTCY025,Brighton Road,Croydon,Outer
QWPCY225,Glebe Road,Haringey,Outer
CENCY054,Kingsway,Camden,Central
CGRCY177,Savoy Street,Westminster,Central
CSHCY054,Kennington Lane,Lambeth,Central
INNCY358,Landor Road,Lambeth,Central
QWPCY221,New River Path (south of Western Road),Haringey,Outer
CENCY148,Lambs Conduit Street,Camden,Central
CGRCY059,Lambs Conduit Street,Camden,Central
INNCY084,Acre Lane,Lambeth,Central
CENCY164,Lambeth High Street,Lambeth,Central
CGRCY045,Lambeth High Street,Lambeth,Central
QWPCY223,Palmestron Road,Haringey,Outer
OUTCY437,Bridle Path,Sutton,Outer
CGRCY041,Vauxhall Walk,Lambeth,Central
QWPCY078,Vauxhall Walk,Lambeth,Central
INNCY133,Caledonian Road,Islington,Inner
CENCY055,Aldwych,Westminster,Central
INNCY479,Sunnyhill Road,Lambeth,Central
CENCY188,Eagle Street,Camden,Central
CENCY187,Princeton Street,Camden,Central
QWPCY119,Meadow Road,Lambeth,Central
CENCY052,Theobald's Road,Camden,Central
CGRCY061,Theobald's Road,Camden,Central
